content,category
1350 g pisco,2
1350 g pomegranate molasses,2
1350 g prepared spiced simple syrup,2
1350 g rye whiskey (optional),2
"1350 g seltzer, chilled",2
1350 g single-malt scotch,2
"1350 g sparkling wine, preferable moscato",2
1350 g sweet vermouth,2
1350 g sweetened condensed milk,2
1350 g tonic water,2
1350 g unfiltered apple cider,2
1350 ml aperol,2
1350 ml apricot brandy,2
1350 ml averna,2
1350 ml benedictine,2
1350 ml cachaca,2
1350 ml campari,2
1350 ml celery juice,2
1350 ml chicory-infused rye whiskey,2
1350 ml cointreau,2
1350 ml crushed ice,2
1350 ml green chartreuse,2
1350 ml lemon juice,2
"1350 ml lemon, freshly squeezed",2
1350 ml mezcal,2
1350 ml passionfruit simple syrup,2
1350 ml pine liqueur,2
1350 ml pisco,2
1350 ml the king's ginger,2
1350 ml tomato juice,2
1350 ml tonic water,2
1350 ml vanilla,2
1350 ml water,2
1350 ml white rum,2
1350g apple cider,2
1350g becherovka,2
1350g bornholmer bitter,2
1350g cardamom pod,2
"1350g celery juice, fresh",2
1350g chilled ginger beer,2
1350g drambuie,2
1350g dry sherry,2
1350g dry vermouth,2
"1350g dry vermouth, chilled",2
1350g dubonnet,2
1350g elderflower liqueur,2
1350g ginger juice,2
1350g grenadine,2
"1350g hot, freshly brewed black coffee",2
1350g ice cube (optional),2
"1350g large lime juice, fresh",2
1350g lavender simple syrup,2
"1350g lemon juice, fresh",2
"1350g lemon juice, freshly squeezed",2
1350g old tom gin,2
"1350g orange juice, fresh squeezed",2
"1350g pink grapefruit juice, freshly squeezed",2
1350g rich simple syrup,2
1350g rooibos simple syrup,2
1350g saint germain,2
"1350g seltzer, chilled",2
1350g simple syrup,2
"1350g strawberry, sliced",2
1350g vermouth,2
1350g white rum,2
1350ml aged rum,2
1350ml amaretto,2
1350ml aperol,2
1350ml averna,2
1350ml benedictine,2
1350ml brandy,2
1350ml cachaca,2
1350ml campari,2
"1350ml cava, chilled",2
"1350ml celery juice, fresh",2
"1350ml celery, sliced",2
1350ml club soda,2
1350ml cointreau,2
"1350ml cool, filtered water",2
1350ml dark rum,2
1350ml falernum,2
1350ml fino sherry,2
1350ml freshly squeezed orange juice,2
1350ml galliano,2
1350ml ginger liqueur,2
1350ml high-proof bourbon,2
1350ml honey,2
1350ml ice cube,2
1350ml lavender simple syrup,2
"1350ml lemon juice, freshly squeezed",2
1350ml maple syrup,2
1350ml mint simple syrup,2
1350ml old tom gin,2
"1350ml orange juice, fresh (optional)",2
"1350ml orange juice, freshly squeezed",2
1350ml pomegranate molasses,2
1350ml prepared spiced simple syrup,2
1350ml punt e mes,2
1350ml rye whiskey,2
1350ml semisweet chocolate chip,2
"1350ml sparkling wine, chilled",2
1350ml tonic water,2
1350ml water,2
1350ml whiskey,2
1350ml yellow chartreuse,2
"14 cloves garlic, minced or pressed through garlic press (about 1/4 cup)",2
14 ounces (about 1 3/4 cups) full fat yogurt or whole milk,2
"14 ounces frozen or homemade puff pastry, thawed (see note)",2
14 oz granulated sugar,2
1400 g aged rum,2
1400 g apple cider,2
1400 g benedictine,2
1400 g cardamom-infused bourbon,2
1400 g citrus vodka,2
1400 g cynar,2
1400 g demerara simple syrup,2
1400 g dry curacao,2
1400 g dry sherry,2
1400 g freshly squeezed orange juice,2
1400 g ginger beer,2
1400 g ginger juice,2
1400 g ginger liqueur,2
1400 g grand marnier,2
1400 g granny smith apple cider,2
1400 g grapefruit juice,2
"1400 g grapefruit juice, freshly squeezed",2
"1400 g large lime juice, fresh",2
1400 g orgeat,2
1400 g pisco,2
1400 g pomegranate molasses,2
1400 g punt e mes,2
1400 g rum,2
"1400 g sparkling wine, chilled",2
1400 g tomato juice,2
1400 g white vermouth,2
1400 g yellow chartreuse,2
1400 ml aperol,2
"1400 ml apple cider, fresh",2
1400 ml applejack,2
1400 ml basil simple syrup,2
1400 ml cava (optional),2
1400 ml club soda,2
1400 ml coffee,2
"1400 ml dry sparkling wine, chilled",2
1400 ml galliano,2
1400 ml ginger juice,2
1400 ml grade B maple syrup,2
1400 ml green chartreuse,2
1400 ml half and half,2
1400 ml Jameson whiskey,2
"1400 ml lemon, freshly squeezed",2
"1400 ml lime juice, fresh",2
1400 ml maraschino liqueur (optional),2
1400 ml pomegranate juice,2
"1400 ml simple syrup, made with honey instead of sugar",2
1400 ml vanilla simple syrup,2
1400 ml whole milk,2
1400g apricot liqueur,2
1400g averna,2
"1400g blood orange juice, fresh",2
1400g bornholmer bitter,2
1400g brandy,2
"1400g celery, sliced",2
1400g cranberry simple syrup,2
1400g cynar,2
1400g dry sherry,2
1400g elderflower liqueur,2
1400g fresh egg white,2
1400g freshly squeezed lime juice,2
1400g ginger liqueur,2
1400g green chartreuse,2
1400g half and half,2
1400g lavender simple syrup,2
1400g lemon simple syrup,2
1400g maple syrup,2
1400g pear brandy,2
"1400g pink grapefruit juice, fresh",2
1400g port,2
1400g prepared spiced simple syrup,2
1400g raw sugar,2
1400g red wine,2
1400g rum,2
1400g tawny port,2
1400g tonic water,2
1400g triple sec,2
1400g vodka,2
1400g whiskey,2
1400ml absinthe,2
1400ml amer picon,2
1400ml blanco tequila,2
"1400ml blood orange juice, fresh",2
1400ml bourbon,2
1400ml brut sparkling wine,2
1400ml cachaca,2
1400ml campari,2
1400ml coconut seltzer,2
1400ml cold water,2
1400ml dry curacao,2
"1400ml dry lambrusco, chilled",2
1400ml dubonnet,2
1400ml dubonnet rouge,2
1400ml evaporated milk,2
1400ml freshly squeezed lime juice,2
1400ml genever (optional),2
"1400ml grapefruit juice, freshly squeezed",2
1400ml green chartreuse,2
"1400ml lemon juice, freshly squeezed (optional)",2
1400ml lillet blonde (optional),2
1400ml old tom gin,2
1400ml pineapple juice,2
1400ml punt e mes,2
1400ml rum,2
1400ml rye whiskey (optional),2
"1400ml simple syrup, preferably made with turbinado sugar",2
1400ml sparkling wine,2
"1400ml sparkling wine, preferable moscato",2
1400ml triple sec,2
"1400ml water, boiling",2
140g golden caster sugar,2
1450 g aperol,2
1450 g apple cider,2
1450 g averna,2
1450 g beet juice,2
1450 g champagne,2
1450 g coconut seltzer,2
1450 g dry curacao,2
"1450 g dry lambrusco, chilled",2
1450 g dry sherry,2
1450 g dry vermouth,2
1450 g fernet branca,2
1450 g genever,2
1450 g ginger beer,2
"1450 g ginger juice, fresh",2
1450 g gran classico,2
"1450 g grapefruit juice, freshly squeezed",2
1450 g green chartreuse,2
1450 g half and half,2
1450 g ice cube,2
1450 g light rum,2
"1450 g mango, diced",2
1450 g maple syrup,2
1450 g old tom gin,2
1450 g orange ginger simple syrup,2
"1450 g orange juice, freshly squeezed",2
1450 g passionfruit simple syrup,2
1450 g pisco,2
1450 g rose water,2
1450 g rye whiskey,2
"1450 g simple syrup, preferably made with turbinado sugar",2
1450 g tequila,2
1450 g unsweetened pomegranate juice,2
1450 g white rum,2
1450 g whole milk,2
1450 ml absinthe,2
1450 ml aged rum,2
1450 ml amaro (optional),2
1450 ml apple cider,2
1450 ml averna,2
1450 ml blanco tequila,2
1450 ml bornholmer bitter,2
1450 ml bourbon,2
1450 ml cherry heering,2
1450 ml curacao,2
1450 ml dry curacao,2
1450 ml dry prosecco,2
1450 ml dry sherry,2
1450 ml dubonnet rouge,2
1450 ml elderflower liqueur,2
1450 ml freshly squeezed lemon juice,2
1450 ml freshly squeezed orange juice,2
1450 ml genever,2
1450 ml ginger beer,2
1450 ml grapefruit juice,2
1450 ml grapefruit soda,2
1450 ml half and half,2
1450 ml irish whiskey,2
"1450 ml large lime juice, fresh",2
1450 ml lillet rouge,2
1450 ml mezcal,2
1450 ml molasses,2
1450 ml pimms,2
"1450 ml pink grapefruit juice, freshly squeezed",2
1450 ml pisco,2
1450 ml rum,2
1450 ml scotch,2
"1450 ml strawberry, sliced",2
1450 ml strong black coffee,2
1450 ml the king's ginger,2
1450 ml tonic water,2
1450 ml unsweetened pomegranate juice,2
1450 ml vermouth,2
1450 ml water,2
"1450 ml water, boiling",2
"1450 ml water, hot (optional)",2
1450 ml whiskey,2
1450 ml white rum,2
1450g aged rum,2
1450g aperol,2
1450g averna,2
1450g brandy,2
"1450g cava, chilled",2
1450g cocchi americano,2
"1450g cucumber juice, fresh",2
1450g dubonnet,2
1450g fino sherry,2
1450g fresh egg white,2
1450g freshly squeezed grapefruit juice,2
1450g freshly squeezed orange juice,2
1450g grade B maple syrup,2
1450g grand marnier,2
1450g granulated sugar,2
1450g grapefruit soda,2
1450g half and half,2
"1450g hard cider, chilled",2
1450g honey syrup,2
"1450g lemon, freshly squeezed",2
1450g lillet rouge,2
"1450g lime juice, fresh",2
"1450g pink grapefruit juice, freshly squeezed",2
1450g pisco,2
1450g rose champagne,2
1450g rosemary simple syrup,2
1450g rum,2
1450g rye whiskey,2
1450g scotch,2
1450g simple syrup,2
"1450g smoked brewed black tea, such as lapsang souchong",2
"1450g sparkling wine, preferable moscato",2
1450g sweetened condensed milk,2
1450g water,2
"1450g water, boiling",2
1450g whipped cream,2
1450ml ale,2
"1450ml cava, chilled",2
1450ml cranberry juice,2
1450ml creme de cacao,2
1450ml demerara simple syrup,2
1450ml drinking vinegar,2
"1450ml dry lambrusco, chilled",2
1450ml dry sherry,2
1450ml fresh pomegranate juice,2
1450ml ginger beer,2
1450ml half and half,2
1450ml honey syrup,2
"1450ml hot, freshly brewed black coffee",2
"1450ml kale juice, fresh",2
"1450ml large lime juice, fresh",2
1450ml lavender simple syrup,2
"1450ml lemon juice, fresh",2
1450ml lillet blanc,2
1450ml molasses,2
1450ml orgeat,2
1450ml passionfruit simple syrup,2
1450ml pear brandy,2
"1450ml pink grapefruit juice, freshly squeezed",2
1450ml rum,2
1450ml unfiltered apple cider,2
1450ml water,2
15 drop orange bitters,2
"15 leaf mint, fresh",2
15 ounces (or 1 pound) ricotta cheese or cottage cheese,2
15 oz apple brandy,2
15 oz demerara simple syrup,2
15-ounce can full fat coconut milk,2
150 g angostura bitters,2
150 g aperol,2
150 g averna,2
150 g brut sparkling wine,2
150 g coconut seltzer,2
150 g drinking vinegar,2
"150 g dry lambrusco, chilled",2
150 g dry sherry,2
"150 g dry vermouth, chilled",2
150 g dubonnet,2
150 g elderflower liqueur,2
150 g freshly squeezed lemon juice,2
150 g galliano,2
150 g ginger liqueur,2
"150 g grapefruit juice, freshly squeezed",2
150 g half and half,2
"150 g large lime juice, fresh",2
150 g lillet blanc,2
150 g old tom gin,2
150 g pear brandy,2
150 g pine liqueur,2
150 g punt e mes,2
150 g sage simple syrup,2
150 g scotch,2
150 g sparkling wine,2
"150 g strawberry, sliced",2
150 g the king's ginger,2
150 g vanilla simple syrup,2
150 g vermouth,2
150 g whiskey,2
150 ml apple cider,2
150 ml aquavit,2
150 ml blanco tequila,2
150 ml brandy,2
150 ml brewed chamomile tea,2
150 ml cardamom pod,2
150 ml cardamom simple syrup,2
"150 ml celery, sliced",2
150 ml champagne,2
150 ml coconut water,2
150 ml coffee,2
150 ml cointreau,2
150 ml cold water,2
150 ml evaporated milk,2
150 ml freshly squeezed lime juice,2
150 ml ginger beer,2
150 ml ginger liqueur,2
"150 ml ginger, peeled",2
150 ml grand marnier,2
150 ml lemon juice (optional),2
150 ml lillet blanc,2
150 ml pisco,2
150 ml simple syrup,2
"150 ml simple syrup, made with honey instead of sugar",2
"150 ml sparkling wine, chilled",2
150 ml spiced rum,2
150 ml tequila (optional),2
150 ml whipped cream,2
1500 g agave,2
1500 g ale,2
1500 g apple cider,2
1500 g averna,2
1500 g becherovka,2
1500 g bornholmer bitter,2
1500 g brewed chamomile tea,2
1500 g campari,2
"1500 g celery juice, fresh",2
1500 g cold water,2
1500 g creme de cacao,2
1500 g dark rum,2
1500 g drinking vinegar,2
1500 g dry sherry,2
1500 g elderflower liqueur,2
1500 g freshly squeezed orange juice,2
1500 g genever,2
1500 g ginger juice,2
1500 g grade B maple syrup,2
1500 g gran classico,2
1500 g granny smith apple cider,2
1500 g lavender simple syrup,2
"1500 g lemon juice, freshly squeezed (optional)",2
1500 g lillet rouge,2
1500 g maraschino liqueur (optional),2
1500 g molasses,2
1500 g pineapple juice,2
1500 g raw sugar,2
1500 g sherry,2
1500 g whipped cream,2
1500 ml amber rum,2
1500 ml aperol,2
"1500 ml apple cider, fresh",2
1500 ml averna,2
"1500 ml cava, chilled (optional)",2
1500 ml dry vermouth,2
1500 ml fresh egg white,2
1500 ml freshly squeezed lime juice,2
"1500 ml ginger beer, room temperature",2
"1500 ml ginger juice, fresh",2
"1500 ml grapefruit juice, freshly squeezed",2
1500 ml grenadine,2
1500 ml half and half,2
1500 ml hard cider,2
1500 ml lavender simple syrup,2
"1500 ml lemon juice, freshly squeezed",2
1500 ml lillet blonde,2
"1500 ml mango, diced",2
1500 ml maraschino liqueur (optional),2
1500 ml rum,2
1500 ml rye whiskey,2
1500 ml saint germain,2
1500 ml sparkling wine,2
"1500 ml sparkling wine, preferable moscato",2
1500 ml sugar,2
"1500 ml sweet sparkling wine, chilled",2
1500 ml tequila,2
1500 ml vanilla simple syrup,2
"1500 ml water, boiling",2
1500 ml whiskey,2
1500 ml whole milk,2
1500g amer picon,2
1500g angostura bitters,2
1500g aperol,2
"1500g apple cider, fresh",2
1500g apricot brandy,2
1500g basil simple syrup,2
1500g brandy,2
1500g campari,2
1500g cava (optional),2
1500g club soda,2
1500g curacao,2
1500g cynar,2
1500g demerara simple syrup,2
1500g dry curacao,2
1500g dry prosecco,2
1500g freshly squeezed lemon juice,2
1500g galliano,2
1500g ginger juice,2
1500g gran classico,2
"1500g kale juice, fresh",2
"1500g large lime juice, fresh",2
1500g lemon juice (optional),2
1500g lillet blanc,2
1500g maraschino liqueur (optional),2
"1500g orange juice, freshly squeezed",2
1500g orgeat,2
1500g prepared spiced simple syrup,2
1500g punt e mes,2
1500g rose champagne,2
1500g saint germain,2
1500g seltzer,2
1500g single-malt scotch,2
1500g sweet vermouth,2
1500g water,2
1500g white vermouth,2
1500ml amber rum,2
1500ml aperol,2
1500ml applejack,2
1500ml aquavit,2
1500ml becherovka,2
1500ml blanco tequila,2
1500ml chicory-infused rye whiskey,2
1500ml citrus vodka,2
1500ml cocchi americano,2
"1500ml coffee, hot (optional)",2
1500ml cold water,2
"1500ml cucumber juice, fresh",2
1500ml drinking vinegar,2
"1500ml dry lambrusco, chilled",2
1500ml dry sherry,2
1500ml freshly squeezed lime juice,2
1500ml ginger liqueur,2
1500ml half and half,2
1500ml irish whiskey,2
1500ml lavender simple syrup (optional),2
1500ml lillet rouge,2
1500ml montenegro amaro,2
1500ml orange ginger simple syrup,2
"1500ml orange juice, fresh (optional)",2
"1500ml orange juice, fresh squeezed",2
1500ml pineapple juice,2
1500ml punt e mes,2
1500ml rooibos simple syrup,2
1500ml sage simple syrup,2
1500ml sparkling wine,2
1500ml sugar,2
1500ml tomato juice,2
1500ml tonic water,2
1500ml whiskey,2
150g agave,2
150g aged rum,2
150g ale,2
150g amaretto,2
150g becherovka,2
150g blanco tequila,2
150g campari,2
150g champagne,2
150g coconut water,2
150g demerara simple syrup,2
"150g dry lambrusco, chilled",2
"150g dry sparkling wine, chilled",2
150g evaporated milk,2
150g freshly squeezed lime juice,2
150g galliano,2
"150g ginger ale, chilled",2
"150g ginger beer, room temperature",2
150g ginger juice,2
150g heavy cream,2
150g kale,2
150g lillet blanc,2
"150g mango, diced",2
150g maple syrup,2
"150g orange juice, freshly squeezed",2
150g pepper vodka,2
150g pomegranate molasses,2
150g rum,2
150g sparkling wine,2
"150g strawberry, sliced (optional)",2
150g walnut liqueur,2
"150g water, hot",2
150g white rum,2
150ml agave nectar,2
150ml beet juice (optional),2
150ml benedictine,2
150ml blanco tequila,2
150ml bornholmer bitter,2
150ml brandy,2
150ml cava,2
150ml Cointreau,2
150ml cold water,2
150ml dark rum,2
150ml double cream,2
150ml elderflower liqueur,2
150ml freshly squeezed grapefruit juice,2
150ml gin,2
150ml golden rum,2
150ml good-quality golden rum,2
150ml grand marnier,2
150ml granny smith apple cider,2
150ml grape simple syrup,2
"150ml grapefruit juice, fresh squeezed",2
150ml green chartreuse,2
150ml Jameson whiskey,2
"150ml lemon juice, freshly squeezed",2
150ml lillet blonde (optional),2
150ml lillet rouge,2
150ml milk vodka (we used Black Cow),2
150ml old tom gin,2
150ml peach schnapps,2
"150ml pink grapefruit juice, fresh",2
150ml pomegranate molasses,2
150ml punt e mes,2
"150ml red grapefruit, fresh",2
150ml red wine,2
150ml rum,2
"150ml seltzer, chilled",2
"150ml simple syrup, made with honey instead of sugar",2
150ml sweet vermouth,2
150ml water,2
"150ml water, boiling",2
150ml white rum,2
150ml whole milk,2
15ml Aperol,2
15ml sugar syrup (see 'Goes well with' below),2
15ml triple sec,2
16 fluid ounces (2 cups) half-and-half,2
16 oz ice cube,2
16 oz rye whiskey,2
"16 oz seltzer, chilled",2
16 oz sour cream,2
"16 oz water, boiling",2
160g golden caster sugar,2
"170 g whole coffee bean, coarsely ground",2
175g ripe strawberries or 200g/8oz raspberries (or use a mix of 100g/4oz strawberries and 100g/4oz raspberries),2
175ml chilled blood orange juice,2
175ml freshly squeezed orange juice,2
18 drops chocolate bitters (we used Fee brothers Aztec chocolate bitters),2
"18 leaf tarragon, fresh",2
"18 medium cloves garlic, peeled",2
"18 oz cocchi americano, chilled",2
"18 oz dry vermouth, chilled",2
18 oz ruby port,2
18 to 20 whole cashews,2
19. Then add 1 teaspoon Kashmiri red chilli powder or deghi mirch. You can even add ½ teaspoon Kashmiri red chilli powder or ¼ to ½ teaspoon of cayenne pepper or paprika or any other variety of red chilli powder.,2
1kg pink rhubarb stalks,2
1l bottle of soda water or tonic,2
"1l bottle tonic water , to serve",2
1l cloudy apple juice,2
1l cranberry juice,2
1l ginger ale,2
1l good-quality cloudy apple juice,2
"1l sparkling water , chilled",2
"1long cinnamon stick , snapped in half",2
"2  (14-oz.) cans young jackfruit in brine, drained",2
2  bottle dry white wine,2
2  bottle seltzer,2
"2  clove medium garlic, thinly sliced",2
2  cup ( grams) fresh cranberries,2
2  cup apple schnapps,2
"2  cup beef broth, chilled",2
2  cup cocoa powder,2
2  cup coconut milk,2
2  cup concord grape,2
2  cup concord grape (optional),2
2  cup cranberry sauce,2
2  cup granulated sugar,2
2  cup granulated sugar (optional),2
2  cup heavy cream,2
2  cup mezcal,2
2  cup sugar,2
2  cup vodka,2
2  cup water,2
2  cups (ml) whole milk,2
2  dash angostura bitters,2
2  dash cayenne pepper,2
2  dash grapefruit bitters,2
"2  dash lemon juice, fresh",2
2  in cinnamon stick,2
2  large ice cube,2
"2  large yellow onion, thinly sliced",2
"2  leaf tarragon, fresh",2
2  lemon,2
"2  lemon, cut into wheels",2
2  maraschino cherry,2
2  mint,2
2  NO Cartridges,2
"2  ounces ( grams) white chocolate chips, or chopped white chocolate from a bar",2
2  ounces grated Parmesan,2
2  oz aged rum,2
2  oz amaro,2
2  oz amaro nonino,2
2  oz amaro nonino (optional),2
2  oz barolo chinato,2
"2  oz black peppercorn simple syrup, chilled",2
"2  oz black peppercorn simple syrup, chilled (optional)",2
2  oz campari,2
"2  oz celery, sliced",2
2  oz citrus vodka,2
"2  oz cocchi americano, chilled",2
2  oz coffee,2
"2  oz coffee, hot",2
2  oz cognac,2
2  oz cointreau,2
2  oz cranberry simple syrup,2
2  oz creme de cacao,2
2  oz creme de menthe,2
2  oz demerara simple syrup,2
2  oz demerara simple syrup (optional),2
2  oz dry curacao,2
2  oz dry gin,2
2  oz dry vermouth,2
2  oz dry white wine,2
2  oz dubonnet rouge,2
2  oz fresh egg white,2
2  oz freshly squeezed lemon juice,2
2  oz freshly squeezed lime juice,2
2  oz freshly squeezed lime juice (optional),2
2  oz freshly squeezed orange juice,2
